run_id,date,market,capital,remaining_cash,invested_capital,cash_%,exposure_%,positions,top_n,min_score,risk_per_trade_%,atr_multiplier,generated_files
20260516_191411,2026-05-16,Italy - Borsa Italiana,1000,1000,0,100.0,0.0,0,3,130.0,1.0,2.0,"{""scanner"": ""reports/live_scanner_2026-05-16.csv"", ""portfolio_plan"": ""reports/paper_portfolio_plan_2026-05-16.csv"", ""summary"": ""reports/paper_summary_2026-05-16.csv"", ""decision_log"": ""reports/paper_decision_log_2026-05-16.csv"", ""run_manifest"": ""reports/run_manifest_2026-05-16.json"", ""universe_snapshot"": ""reports/universe_snapshot_italy_-_borsa_italiana_2026-05-16.csv""}"
