run_id,date,market,capital,remaining_cash,invested_capital,cash_%,exposure_%,positions,top_n,min_score,risk_per_trade_%,atr_multiplier,generated_files
20260513_231004,2026-05-13,Italy - Borsa Italiana,1000.0,482.8,517.2,48.28,51.72,3,3,80.0,1.0,2.0,"{""scanner"": ""reports/live_scanner_2026-05-13.csv"", ""portfolio_plan"": ""reports/paper_portfolio_plan_2026-05-13.csv"", ""summary"": ""reports/paper_summary_2026-05-13.csv"", ""decision_log"": ""reports/paper_decision_log_2026-05-13.csv"", ""run_manifest"": ""reports/run_manifest_2026-05-13.json"", ""universe_snapshot"": ""reports/universe_snapshot_italy_-_borsa_italiana_2026-05-13.csv""}"
