run_id,date,market,capital,remaining_cash,invested_capital,cash_%,exposure_%,positions,top_n,min_score,risk_per_trade_%,atr_multiplier,generated_files
20260520_213847,2026-05-20,USA - Nasdaq Listed,1000,366.22,633.78,36.62,63.38,3,3,130.0,1.0,2.0,"{""scanner"": ""reports/live_scanner_2026-05-20.csv"", ""portfolio_plan"": ""reports/paper_portfolio_plan_2026-05-20.csv"", ""summary"": ""reports/paper_summary_2026-05-20.csv"", ""decision_log"": ""reports/paper_decision_log_2026-05-20.csv"", ""run_manifest"": ""reports/run_manifest_2026-05-20.json"", ""universe_snapshot"": ""reports/universe_snapshot_usa_-_nasdaq_listed_2026-05-20.csv""}"
