run_id,date,market,capital,remaining_cash,invested_capital,cash_%,exposure_%,positions,top_n,min_score,risk_per_trade_%,atr_multiplier,generated_files
20260514_092840,2026-05-14,USA - ETF,1000,588.56,411.44000000000005,58.86,41.14,10,10,70.0,1.0,2.0,"{""scanner"": ""reports/live_scanner_2026-05-14.csv"", ""portfolio_plan"": ""reports/paper_portfolio_plan_2026-05-14.csv"", ""summary"": ""reports/paper_summary_2026-05-14.csv"", ""decision_log"": ""reports/paper_decision_log_2026-05-14.csv"", ""run_manifest"": ""reports/run_manifest_2026-05-14.json"", ""universe_snapshot"": ""reports/universe_snapshot_usa_-_etf_2026-05-14.csv""}"
